Chinese,Pinyin,Meaning_English,Han_Viet,Nghia_Tieng_Viet,Cach_dung_trong_cau
后果,hòuguǒ,consequences; aftermath,hậu quả,hậu quả,严重后果。Hậu quả nghiêm trọng.
后悔,hòuhuǐ,to regret; to repent,hậu hối,hối hận,我很后悔。Tôi rất hối hận.
后来,hòulái,afterwards; later,hậu lai,sau này/về sau,后来怎么了？Sau đó thế nào?
后面,hòumiàn,rear; back; behind; later; afterwards,hậu diện,phía sau,学校后面有商店。Sau trường có cửa hàng.
后勤,hòuqín,logistics,hậu cần,hậu cần/후근,后勤保障。Bảo đảm hậu cần.
候选,hòuxuǎn,candidate,hậu tuyển,ứng cử/후보,候选人。Ứng cử viên.
忽略,hūlüè,to neglect; to overlook; to ignore,hốt lược,bỏ qua/간과,忽略细节。Bỏ qua chi tiết.
忽然,hūrán,suddenly; all of a sudden,hốt nhiên,đột nhiên/bỗng nhiên,天气忽然变了。Thời tiết đột nhiên thay đổi.
忽视,hūshì,to neglect; to ignore,hốt thị,phớt lờ/bỏ qua,不能忽视。Không thể bỏ qua.
呼吸,hūxī,to breathe,hô hấp,thở/hô hấp,深呼吸。Hít thở sâu.
呼啸,hūxiào,to whistle; to scream; to whiz,hô tiếu,rít/呼휘,北风呼啸。Gió bắc rít.
呼吁,hūyù,to call on (sb to do sth); to appeal (to); an appeal,hô dục,kêu gọi/호소,呼吁和平。Kêu gọi hòa bình.
壶,hú,pot; classifier for bottled liquid,hồ,ấm/bình,茶壶。Ấm trà.
蝴蝶,húdié,butterfly; CL:隻|只[zhī],hồ điệp,bướm,美丽蝴蝶。Con bướm đẹp.
胡乱,húluàn,careless; reckless; casually; absent-mindedly; at will; at random; any old how,hồ loạn,bừa bãi/마구,胡乱说话。Nói bừa bãi.
湖泊,húpō,lake,hồ phách,hồ nước/호수,美丽湖泊。Hồ nước đẹp.
胡说,húshuō,to talk nonsense; drivel,hồ thuyết,nói bậy/nói linh tinh,别胡说。Đừng nói bậy.
胡同,hútòng,lane; alley; CL:條|条[tiáo],hồ đồng,ngõ hẻm,小胡同。Ngõ nhỏ.
糊涂,hútú,muddled; silly; confused,hồ đồ,lẫn lộn/mơ hồ,很糊涂。Rất lẫn lộn.
胡须,húxū,beard; CL:根[gēn];綹|绺[liǔ],hồ tu,râu,长胡须。Râu dài.
互联网,hùliánwǎng,the Internet,hỗ liên vãng,Internet/인터넷,使用互联网。Sử dụng Internet.
护士,hùshì,nurse; CL:個|个[gè],hộ sĩ,y tá,她是护士。Cô ấy là y tá.
互相,hùxiāng,each other; mutually; mutual,hỗ tương,lẫn nhau,互相帮助。Giúp đỡ lẫn nhau.
护照,hùzhào,passport; CL:本[běn];個|个[gè],hộ chiếu,hộ chiếu,带上护照。Mang theo hộ chiếu.
花,huā,to spend (money; time); flower,hoa,hoa,这朵花很漂亮。Bông hoa này rất đẹp.
花生,huāshēng,peanut; groundnut; CL:粒[lì],hoa sinh,đậu phộng/lạc,吃花生。Ăn đậu phộng.
花园,huāyuán,garden; CL:座[zuò];個|个[gè],hoa viên,vườn hoa,花园里有很多花。Trong vườn có nhiều hoa.
滑冰,huábīng,to skate; skating,hoạt băng,trượt băng,去滑冰。Đi trượt băng.
划船,huáchuán,to row a boat; rowing boat; rowing (sport),hoạch thuyền,chèo thuyền,划船比赛。Thi chèo thuyền.
华丽,huálì,gorgeous,hoa lệ,lộng lẫy/화려,服装华丽。Trang phục lộng lẫy.
华侨,huáqiáo,overseas Chinese; CL:個|个[gè];位[wèi],hoa kiều,người Hoa ở nước ngoài,华侨华人。Người Hoa hải ngoại.
华裔,huáyì,ethnic Chinese; non-Chinese citizen of Chinese ancestry,hoa duệ,người gốc Hoa,华裔后代。Hậu duệ người Hoa.
画,huà,to draw; picture; painting; CL:幅[fú];張|张[zhāng],họa,vẽ/tranh,我喜欢画画。Tôi thích vẽ.
化肥,huàféi,fertilizer,hóa phì,phân bón hóa học/화비,施化肥。Bón phân hóa học.
划分,huàfēn,to divide,hoạch phân,phân chia/구분,划分区域。Phân chia khu vực.
画蛇添足,huàshétiānzú,lit. draw legs on a snake (idiom); fig. to ruin the effect by adding sth superfluous; to overdo it,họa xà thiêm túc,vẽ rắn thêm chân,这样做是画蛇添足。Làm vậy là vẽ rắn thêm chân.
化石,huàshí,fossil,hóa thạch,hóa thạch/화석,恐龙化石。Hóa thạch khủng long.
话题,huàtí,subject (of a talk or conversation); topic,thoại đề,chủ đề/đề tài,聊天话题。Chủ đề trò chuyện.
话筒,huàtǒng,microphone,thoại đồng,micro/마이크,拿话筒。Cầm micro.
化学,huàxué,chemistry; chemical,hoá học,hóa học,化学实验。Thí nghiệm hóa học.
化验,huàyàn,laboratory test; chemical experiment; assay,hóa nghiệm,xét nghiệm/화험,化验血液。Xét nghiệm máu.
化妆,huàzhuāng,to put on make-up,hóa trang,trang điểm/화장,化妆品。Mỹ phẩm.
怀念,huáiniàn,to cherish the memory of; to think of; reminisce,hoài niệm,hoài niệm/nhớ,怀念过去。Nhớ quá khứ.
怀疑,huáiyí,to doubt; to suspect; doubt; suspicion; skeptical,hoài nghi,nghi ngờ,我怀疑他。Tôi nghi ngờ anh ấy.
怀孕,huáiyùn,pregnant; to have conceived; gestation; pregnancy,hoài dựng,có thai/임신,她怀孕了。Cô ấy có thai.
坏,huài,bad; spoiled; broken; to break down,hoại,hỏng/xấu,电脑坏了。Máy tính hỏng rồi.
欢乐,huānlè,gaiety; gladness; glee; merriment; pleasure; happy; joyous; gay,hoan lạc,vui vẻ/환락,欢乐时光。Thời gian vui vẻ.
欢迎,huānyíng,to welcome; welcome,hoan nghênh,hoan nghênh,欢迎你！Chào mừng bạn!
还,hái,to pay back; to return; surname Huan,hoàn,vẫn/còn,我还不知道。Tôi vẫn chưa biết.
环节,huánjié,round segment; segment (of annelid worms); connection; link; sector; annular ring,hoàn tiết,khâu/환절,重要环节。Khâu quan trọng.
环境,huánjìng,environment; circumstances; surroundings; CL:個|个[gè]; ambient,hoàn cảnh,môi trường,环境很好。Môi trường rất tốt.
还原,huányuán,to restore to the original state; reduction (chemistry),hoàn nguyên,khôi phục/환원,还原真相。Khôi phục sự thật.
缓和,huǎnhé,to ease (tension); to alleviate; to moderate; to allay; to make more mild,hoãn hòa,giảm bớt/완화,缓和矛盾。Giảm bớt mâu thuẫn.
缓解,huǎnjiě,to ease; to help relieve (a crisis),hoãn giải,giảm bớt/hoãn lại,缓解压力。Giảm áp lực.
换,huàn,change; exchange,hoán,đổi/thay,换钱。Đổi tiền.
幻想,huànxiǎng,delusion; fantasy,huyễn tưởng,ảo tưởng/tưởng tượng,美好幻想。Mơ tưởng đẹp.
患者,huànzhě,patient; sufferer,hoạn giả,bệnh nhân/환자,癌症患者。Bệnh nhân ung thư.
荒凉,huāngliáng,desolate,hoang lương,hoang vắng/황량,土地荒凉。Đất đai hoang vắng.
慌忙,huāngmáng,in a great rush; in a flurry,hoảng mang,vội vàng/황급,慌忙离开。Vội vàng rời đi.
荒谬,huāngmiù,absurd; ridiculous,hoang mưu,hoang đường/황당,理论荒谬。Lý thuyết hoang đường.
荒唐,huāngtáng,beyond belief; preposterous; absurd; intemperate; dissipated,hoang đường,vô lý/황당,太荒唐了。Quá vô lý.
慌张,huāngzhāng,confused; flustered,hoang trương,hoảng hốt/hoang mang,很慌张。Rất hoảng hốt.
黄,huáng,yellow; pornographic; to fall through,hoàng,vàng/màu vàng,黄色的花。Hoa màu vàng.
皇帝,huángdì,emperor; CL:個|个[gè],hoàng đế,hoàng đế,古代皇帝。Hoàng đế cổ đại.
黄瓜,huángguā,cucumber; CL:條|条[tiáo],hoàng qua,dưa chuột,吃黄瓜。Ăn dưa chuột.
皇后,huánghòu,empress; imperial consort,hoàng hậu,hoàng hậu,皇后娘娘。Hoàng hậu.
黄昏,huánghūn,dusk; evening; nightfall,hoàng hôn,hoàng hôn/황혼,夕阳黄昏。Hoàng hôn mặt trời.
黄金,huángjīn,gold,hoàng kim,vàng,黄金时代。Thời đại vàng.
恍然大悟,huǎngrándàwù,to suddenly realize; to suddenly see the light,hoảng nhiên đại ngộ,chợt hiểu ra,他恍然大悟。Anh ấy chợt hiểu ra.
挥,huī,to wave; to brandish; to wipe away; to command; to conduct; to scatter; to disperse,huy,vẫy/vung,挥手。Vẫy tay.
灰,huī,ash; dust; lime; gray; discouraged; dejected,hôi,tro/xám,灰色。Màu xám.
灰尘,huīchén,dust,hôi trần,bụi,打扫灰尘。Quét bụi.
恢复,huīfù,to reinstate; to resume; to restore; to recover; to regain; to rehabilitate,khôi phục,khôi phục/phục hồi,恢复健康。Hồi phục sức khỏe.
辉煌,huīhuáng,splendid; glorious,huy hoàng,rực rỡ/휘황,成就辉煌。Thành tích rực rỡ.
挥霍,huīhuò,to squander money; extravagant; prodigal; free and easy; agile,huy hoắc,phung phí/낭비,挥霍金钱。Phung phí tiền bạc.
灰心,huīxīn,lose heart; be discouraged,hôi tâm,nản lòng/chán nản,别灰心。Đừng nản lòng.
回,huí,to circle; to go back; to turn around; to answer; to return; to revolve; Hui ethnic group (Chinese Muslims); time; classifier for acts of a play; section or chapter (of a classic book),hồi,về,我回家。Tôi về nhà.
回报,huíbào,(in) return; reciprocation; payback; retaliation; to report back; to reciprocate,hồi báo,đáp lại/보답,回报社会。Đáp lại xã hội.
回避,huíbì,to evade; to shun; to avoid,hồi tị,né tránh/회피,回避问题。Né tránh vấn đề.
回答,huídá,to reply; to answer; the answer; CL:個|个[gè],hồi đáp,trả lời,请回答我的问题。Hãy trả lời câu hỏi của tôi.
回顾,huígù,to look back; to review,hồi cố,nhìn lại/회고,回顾历史。Nhìn lại lịch sử.
回收,huíshōu,to recycle; to reclaim; to retrieve; to recover,hồi thu,thu hồi/회수,回收废品。Thu hồi phế phẩm.
回忆,huíyì,to recall; recollection; CL:個|个[gè],hồi ức,hồi ức/nhớ lại,回忆过去。Nhớ lại quá khứ.
悔恨,huǐhèn,remorse; repentance,hối hận,hối hận/후회,感到悔恨。Cảm thấy hối hận.
毁灭,huǐmiè,perish; ruin; destroy,hủy diệt,tiêu diệt/파괴,毁灭证据。Tiêu hủy bằng chứng.
会,huì,can; be possible; be able to; will; be likely to; be sure to; to assemble; to meet; to gather; to see; union; group; association; CL:個|个[gè]; a moment (Taiwan pr. for this sense is huǐ),hội,biết/có thể,我会说中文。Tôi biết nói tiếng Trung.
汇报,huìbào,to report; to give an account of; to collect information and report back,hối báo,báo cáo/보고,汇报工作。Báo cáo công việc.
贿赂,huìlù,to bribe; a bribe,hối lộ,hối lộ/뇌물,贿赂官员。Hối lộ quan chức.
汇率,huìlǜ,exchange rate,hối suất,tỷ giá hối đoái,汇率变化。Tỷ giá thay đổi.
会晤,huìwù,to meet; meeting; conference,hội ngộ,gặp gỡ/회견,双方会晤。Hai bên gặp gỡ.
会议,huìyì,meeting; conference; CL:場|场[chǎng];屆|届[jiè],hội nghị,hội nghị/cuộc họp,开会议。Họp.
婚礼,hūnlǐ,wedding ceremony; wedding,hôn lễ,hôn lễ/đám cưới,参加婚礼。Tham dự đám cưới.
昏迷,hūnmí,to lose consciousness; to be in a coma; stupor; coma; stunned; disoriented,hôn mê,hôn mê/혼수,陷入昏迷。Rơi vào hôn mê.
婚姻,hūnyīn,matrimony; wedding; marriage; CL:次[cì],hôn nhân,hôn nhân,婚姻幸福。Hôn nhân hạnh phúc.
浑身,húnshēn,all over; from head to foot,hồn thân,toàn thân/온몸,浑身疼痛。Toàn thân đau nhức.
混合,hùnhé,to mix; to blend,hỗn hợp,trộn lẫn/혼합,混合物。Hỗn hợp vật.
混乱,hùnluàn,confusion; chaos; disorder,hỗn loạn,hỗn loạn/혼란,秩序混乱。Trật tự hỗn loạn.
混淆,hùnxiáo,to obscure; to confuse; to mix up; to blur; to mislead,hỗn hiệu,lẫn lộn/혼동,混淆是非。Lẫn lộn phải trái.
混浊,hùnzhuó,turbid; muddy; dirty,hỗn trược,đục/혼탁,河水混浊。Nước sông đục.
活动,huódòng,to exercise; to move about; to operate; activity; loose; shaky; active; movable; maneuver; to use connections; CL:項|项[xiàng];個|个[gè],hoạt động,hoạt động,参加活动。Tham gia hoạt động.
活该,huógāi,(coll.) serve sb right; deservedly; ought; should,hoạt cai,đáng đời/당연,你活该。Anh đáng đời.
活力,huólì,energy; vitality; vigor; vital force,hoạt lực,sinh lực/활력,充满活力。Tràn đầy sinh lực.
活泼,huópō,lively; vivacious; brisk; active,hoạt bát,hoạt bát/sôi nổi,孩子很活泼。Trẻ em rất sôi nổi.
活跃,huóyuè,active; vigorous,hoạt dược,sôi động/tích cực,气氛活跃。Không khí sôi động.
火,huǒ,fire; CL:把[bǎ],hỏa,lửa,小心火。Cẩn thận lửa.
伙伴,huǒbàn,partner; companion; comrade,hoả bạn,bạn đồng hành,好伙伴。Bạn đồng hành tốt.
火柴,huǒchái,match (for lighting fire); CL:根[gēn];盒[hé],hoả sài,diêm,点火柴。Đốt diêm.
火车站,huǒchēzhàn,train station,hỏa xa trạm,ga tàu,我们在火车站见。Chúng ta gặp ở ga tàu.
火箭,huǒjiàn,rocket; CL:枚[méi],hỏa tiễn,tên lửa/로켓,发射火箭。Phóng tên lửa.
火焰,huǒyàn,blaze; flame,hỏa diễm,ngọn lửa/불꽃,燃烧火焰。Ngọn lửa bùng cháy.
火药,huǒyào,gunpowder,hỏa dược,thuốc súng/화약,发明火药。Phát minh thuốc súng.
货币,huòbì,currency; monetary; money,hóa tệ,tiền tệ/화폐,货币政策。Chính sách tiền tệ.
获得,huòdé,to obtain; to receive; to get,hoạch đắc,đạt được/giành được,获得成功。Giành được thành công.
或许,huòxǔ,perhaps; maybe,hoặc hứa,có lẽ/혹시,或许可以。Có lẽ được.
或者,huòzhě,or; possibly; maybe; perhaps,hoặc giả,hoặc là/hay,你或者他。Bạn hoặc anh ấy.
基本,jīběn,basic; fundamental; main; elementary,cơ bản,cơ bản,基本知识。Kiến thức cơ bản.
机场,jīchǎng,airport; airfield; CL:家[jiā];處|处[chù],cơ trường,sân bay,我在机场。Tôi ở sân bay.
基础,jīchǔ,base; foundation; basis; underlying; CL:個|个[gè],cơ sở,cơ sở/nền tảng,基础知识。Kiến thức cơ bản.
鸡蛋,jīdàn,(chicken) egg; hen's egg; CL:個|个[gè];打[dá],kê đản,trứng gà,吃鸡蛋。Ăn trứng.
基地,jīdì,base (of operations); industrial or military base; al-Qaeda,cơ địa,căn cứ địa/기지,军事基地。Căn cứ quân sự.
激动,jīdòng,to excite; to agitate; exciting,kích động,xúc động/kích động,我很激动。Tôi rất xúc động.
机动,jīdòng,locomotive; motorized; power-driven; adaptable; flexible (use; treatment; timing etc),cơ động,cơ động/기동,机动车。Xe cơ giới.
饥饿,jīè,hunger; starvation; famine,cơ ngạ,đói/굶주림,忍受饥饿。Chịu đói.
激发,jīfā,to arouse; to excite,kích phát,kích thích/격발,激发热情。Kích thích nhiệt tình.
机构,jīgòu,mechanism; structure; organization; agency; institution; CL:所[suǒ],cơ cấu,cơ cấu/기구,政府机构。Cơ quan chính phủ.
机关,jīguān,mechanism; gear; machine-operated; office; agency; organ; organization; establishment; institution; body; strategum; scheme; intrigue; plot; trick; CL:個|个[gè],cơ quan,cơ quan/기관,国家机关。Cơ quan nhà nước.
几乎,jīhū,almost; nearly; practically,cơ hồ,hầu như/gần như,几乎没有人。Hầu như không có người.
机会,jīhuì,opportunity; chance; occasion; CL:個|个[gè],cơ hội,cơ hội,这是好机会。Đây là cơ hội tốt.
积极,jījí,active; energetic; vigorous; positive (outlook); proactive,tích cực,tích cực,积极参加。Tích cực tham gia.
